session,participant,period,menu,displayed_first,choice
20210701_1000,n594ys0i,18,20,q,p
20210701_1000,hby5m5ik,18,22,p,p
20210701_1000,45o6pk7j,18,10,q,q
20210701_1000,wu86use2,18,20,p,p
20210701_1000,n594ys0i,19,5,q,q
20210701_1000,hby5m5ik,19,17,q,q
20210701_1000,45o6pk7j,19,5,p,p
20210701_1000,wu86use2,19,1,p,q
20210701_1000,n594ys0i,20,4,p,q
20210701_1000,hby5m5ik,20,18,p,p
20210701_1000,45o6pk7j,20,15,q,q
20210701_1000,wu86use2,20,17,q,p
20210701_1000,n594ys0i,21,2,p,q
20210701_1000,hby5m5ik,21,25,p,q
20210701_1000,45o6pk7j,21,1,p,q
20210701_1000,wu86use2,21,12,q,q
20210701_1000,n594ys0i,22,15,p,p
20210701_1000,hby5m5ik,22,3,p,q
20210701_1000,45o6pk7j,22,17,p,q
20210701_1000,wu86use2,22,3,q,q
20210701_1000,n594ys0i,23,17,p,p
20210701_1000,hby5m5ik,23,2,q,p
20210701_1000,45o6pk7j,23,20,q,p
20210701_1000,wu86use2,23,9,p,p
20210701_1000,n594ys0i,24,11,p,q
20210701_1000,hby5m5ik,24,6,p,q
20210701_1000,45o6pk7j,24,12,q,q
20210701_1000,wu86use2,24,24,p,q
20210701_1000,n594ys0i,25,19,q,p
20210701_1000,hby5m5ik,25,20,p,q
20210701_1000,45o6pk7j,25,18,p,q
20210701_1000,wu86use2,25,19,q,p
20210701_1130,gg29ns20,1,4,q,q
20210701_1130,2mlym5h3,1,12,q,q
20210701_1130,a0g4ni40,1,16,q,p
20210701_1130,tpa9df6u,1,13,p,q
20210701_1130,gg29ns20,2,10,p,q
20210701_1130,2mlym5h3,2,24,q,q
20210701_1130,a0g4ni40,2,21,q,q
20210701_1130,tpa9df6u,2,21,p,q
20210701_1130,gg29ns20,3,16,q,p
20210701_1130,2mlym5h3,3,13,q,q
20210701_1130,a0g4ni40,3,14,q,p
20210701_1130,tpa9df6u,3,25,q,p
20210701_1130,gg29ns20,4,17,q,p
20210701_1130,2mlym5h3,4,18,p,q
20210701_1130,a0g4ni40,4,7,p,q
20210701_1130,tpa9df6u,4,4,q,q
20210701_1130,gg29ns20,5,13,q,q
20210701_1130,2mlym5h3,5,25,q,q
20210701_1130,a0g4ni40,5,4,q,p
20210701_1130,tpa9df6u,5,8,p,p
20210701_1130,gg29ns20,6,9,q,q
20210701_1130,2mlym5h3,6,22,q,q
20210701_1130,a0g4ni40,6,12,q,q
20210701_1130,tpa9df6u,6,19,p,p
20210701_1130,gg29ns20,7,14,p,q
20210701_1130,2mlym5h3,7,6,p,q
20210701_1130,a0g4ni40,7,10,p,q
20210701_1130,tpa9df6u,7,11,q,p
20210701_1130,gg29ns20,8,24,p,p
20210701_1130,2mlym5h3,8,3,q,q
20210701_1130,a0g4ni40,8,24,q,p
20210701_1130,tpa9df6u,8,24,p,p
20210701_1130,gg29ns20,9,23,q,q
20210701_1130,2mlym5h3,9,21,q,q
20210701_1130,a0g4ni40,9,19,q,p
20210701_1130,tpa9df6u,9,6,q,p
20210701_1130,gg29ns20,10,1,p,p
20210701_1130,2mlym5h3,10,16,p,q
20210701_1130,a0g4ni40,10,9,p,p
20210701_1130,tpa9df6u,10,14,p,p
20210701_1130,gg29ns20,11,18,p,q
20210701_1130,2mlym5h3,11,1,q,q
20210701_1130,a0g4ni40,11,13,q,q
20210701_1130,tpa9df6u,11,22,p,q
20210701_1130,gg29ns20,12,12,p,q
20210701_1130,2mlym5h3,12,8,q,q
20210701_1130,a0g4ni40,12,15,p,p
20210701_1130,tpa9df6u,12,23,q,p
20210701_1130,gg29ns20,13,2,q,q
20210701_1130,2mlym5h3,13,9,p,q
20210701_1130,a0g4ni40,13,23,p,p
20210701_1130,tpa9df6u,13,16,p,q
20210701_1130,gg29ns20,14,7,p,q
20210701_1130,2mlym5h3,14,14,p,q
20210701_1130,a0g4ni40,14,1,q,p
20210701_1130,tpa9df6u,14,2,q,q
20210701_1130,gg29ns20,15,8,p,q
20210701_1130,2mlym5h3,15,10,p,q
20210701_1130,a0g4ni40,15,11,q,q
20210701_1130,tpa9df6u,15,7,p,p
20210701_1130,gg29ns20,16,19,q,p
20210701_1130,2mlym5h3,16,23,q,q
20210701_1130,a0g4ni40,16,5,q,p
20210701_1130,tpa9df6u,16,9,p,q
20210701_1130,gg29ns20,17,20,q,p
20210701_1130,2mlym5h3,17,7,p,q
20210701_1130,a0g4ni40,17,8,p,q
20210701_1130,tpa9df6u,17,3,p,p
20210701_1130,gg29ns20,18,6,q,q
20210701_1130,2mlym5h3,18,20,q,p
20210701_1130,a0g4ni40,18,22,p,q
20210701_1130,tpa9df6u,18,10,q,p
20210701_1130,gg29ns20,19,11,q,q
20210701_1130,2mlym5h3,19,5,q,q
20210701_1130,a0g4ni40,19,17,q,p
20210701_1130,tpa9df6u,19,5,p,q
20210701_1130,gg29ns20,20,15,p,q
20210701_1130,2mlym5h3,20,4,p,q
20210701_1130,a0g4ni40,20,18,p,p
20210701_1130,tpa9df6u,20,15,q,p
20210701_1130,gg29ns20,21,21,q,q
20210701_1130,2mlym5h3,21,2,p,q
20210701_1130,a0g4ni40,21,25,p,p
20210701_1130,tpa9df6u,21,1,p,q
20210701_1130,gg29ns20,22,5,q,q
20210701_1130,2mlym5h3,22,15,p,q
20210701_1130,a0g4ni40,22,3,p,q
20210701_1130,tpa9df6u,22,17,p,p
20210701_1130,gg29ns20,23,25,p,p
20210701_1130,2mlym5h3,23,17,p,q
20210701_1130,a0g4ni40,23,2,q,q
20210701_1130,tpa9df6u,23,20,q,p
20210701_1130,gg29ns20,24,22,p,q
20210701_1130,2mlym5h3,24,11,p,q
20210701_1130,a0g4ni40,24,6,p,q
20210701_1130,tpa9df6u,24,12,q,p
20210701_1130,gg29ns20,25,3,p,q
20210701_1130,2mlym5h3,25,19,q,p
20210701_1130,a0g4ni40,25,20,p,p
20210701_1130,tpa9df6u,25,18,p,p
20210702_1300,uel5pire,1,2,p,q
20210702_1300,aiy9pkbx,1,4,p,p
20210702_1300,td1cwjdp,1,17,q,p
20210702_1300,xt7meys4,1,5,p,q
20210702_1300,d3v22y45,1,16,q,p
20210702_1300,0uviu3c8,1,1,p,q
20210702_1300,2nb9zfb7,1,7,p,q
20210702_1300,q0ffsac5,1,1,p,p
20210702_1300,9a30ip35,1,1,p,p
20210702_1300,6vlteoij,1,15,q,p
20210702_1300,lfrzjoj3,1,20,q,p
20210702_1300,21otsptc,1,2,p,q
20210702_1300,uel5pire,2,11,p,q
20210702_1300,aiy9pkbx,2,1,q,p
20210702_1300,td1cwjdp,2,25,p,p
20210702_1300,xt7meys4,2,14,q,p
20210702_1300,d3v22y45,2,23,q,p
20210702_1300,0uviu3c8,2,16,p,q
20210702_1300,2nb9zfb7,2,2,p,q
20210702_1300,q0ffsac5,2,16,q,p
20210702_1300,9a30ip35,2,4,q,p
20210702_1300,6vlteoij,2,20,p,p
20210702_1300,lfrzjoj3,2,10,p,p
20210702_1300,21otsptc,2,14,q,p
20210702_1300,uel5pire,3,7,q,q
20210702_1300,aiy9pkbx,3,15,p,p
20210702_1300,td1cwjdp,3,6,q,q
20210702_1300,xt7meys4,3,20,q,p
20210702_1300,d3v22y45,3,15,q,q
20210702_1300,0uviu3c8,3,13,q,q
20210702_1300,2nb9zfb7,3,24,q,q
20210702_1300,q0ffsac5,3,9,q,p
20210702_1300,9a30ip35,3,3,q,p
20210702_1300,6vlteoij,3,13,p,q
20210702_1300,lfrzjoj3,3,23,p,q
20210702_1300,21otsptc,3,20,p,p
20210702_1300,uel5pire,4,4,q,q
20210702_1300,aiy9pkbx,4,13,p,p
20210702_1300,td1cwjdp,4,19,q,p
20210702_1300,xt7meys4,4,12,q,p
20210702_1300,d3v22y45,4,25,q,p
20210702_1300,0uviu3c8,4,11,p,q
20210702_1300,2nb9zfb7,4,25,q,q
20210702_1300,q0ffsac5,4,13,p,q
20210702_1300,9a30ip35,4,18,q,p
20210702_1300,6vlteoij,4,21,q,q
20210702_1300,lfrzjoj3,4,25,q,p
20210702_1300,21otsptc,4,6,p,q
20210702_1300,uel5pire,5,8,q,p
20210702_1300,aiy9pkbx,5,19,q,p
20210702_1300,td1cwjdp,5,8,q,q
20210702_1300,xt7meys4,5,3,q,p
20210702_1300,d3v22y45,5,5,q,q
20210702_1300,0uviu3c8,5,17,q,p
20210702_1300,2nb9zfb7,5,12,q,q
20210702_1300,q0ffsac5,5,23,q,p
20210702_1300,9a30ip35,5,16,p,p
20210702_1300,6vlteoij,5,9,p,q
20210702_1300,lfrzjoj3,5,17,p,q
20210702_1300,21otsptc,5,21,q,p
20210702_1300,uel5pire,6,15,p,q
20210702_1300,aiy9pkbx,6,6,p,p
20210702_1300,td1cwjdp,6,9,p,q
20210702_1300,xt7meys4,6,13,p,p
20210702_1300,d3v22y45,6,14,q,q
20210702_1300,0uviu3c8,6,4,p,q
20210702_1300,2nb9zfb7,6,8,q,q
20210702_1300,q0ffsac5,6,8,p,q
20210702_1300,9a30ip35,6,8,q,p
20210702_1300,6vlteoij,6,7,p,p
20210702_1300,lfrzjoj3,6,6,q,q
20210702_1300,21otsptc,6,7,q,q
20210702_1300,uel5pire,7,18,p,q
20210702_1300,aiy9pkbx,7,10,p,p
20210702_1300,td1cwjdp,7,18,q,p
20210702_1300,xt7meys4,7,18,p,q
20210702_1300,d3v22y45,7,10,q,q
20210702_1300,0uviu3c8,7,15,q,p
20210702_1300,2nb9zfb7,7,20,p,p
20210702_1300,q0ffsac5,7,19,q,p
20210702_1300,9a30ip35,7,25,p,p
20210702_1300,6vlteoij,7,25,p,p
20210702_1300,lfrzjoj3,7,18,p,q
20210702_1300,21otsptc,7,15,q,p
20210702_1300,uel5pire,8,21,q,q
20210702_1300,aiy9pkbx,8,20,p,p
20210702_1300,td1cwjdp,8,14,p,q
20210702_1300,xt7meys4,8,21,p,p
20210702_1300,d3v22y45,8,1,q,q
20210702_1300,0uviu3c8,8,21,p,q
20210702_1300,2nb9zfb7,8,13,p,q
20210702_1300,q0ffsac5,8,14,q,q
20210702_1300,9a30ip35,8,14,p,p
20210702_1300,6vlteoij,8,12,p,q
20210702_1300,lfrzjoj3,8,19,p,p
20210702_1300,21otsptc,8,17,p,p
20210702_1300,uel5pire,9,10,q,q
20210702_1300,aiy9pkbx,9,9,p,p
20210702_1300,td1cwjdp,9,22,q,q
20210702_1300,xt7meys4,9,22,p,q
20210702_1300,d3v22y45,9,20,p,p
20210702_1300,0uviu3c8,9,12,p,p
20210702_1300,2nb9zfb7,9,11,q,q
20210702_1300,q0ffsac5,9,15,p,p
20210702_1300,9a30ip35,9,17,q,p
20210702_1300,6vlteoij,9,23,p,p
20210702_1300,lfrzjoj3,9,21,p,q
20210702_1300,21otsptc,9,13,q,p
20210702_1300,uel5pire,10,13,q,q
20210702_1300,aiy9pkbx,10,12,q,q
20210702_1300,td1cwjdp,10,24,p,p
20210702_1300,xt7meys4,10,8,q,p
20210702_1300,d3v22y45,10,12,p,q
20210702_1300,0uviu3c8,10,18,q,q
20210702_1300,2nb9zfb7,10,16,p,q
20210702_1300,q0ffsac5,10,11,p,q
20210702_1300,9a30ip35,10,2,p,p
20210702_1300,6vlteoij,10,24,p,p
20210702_1300,lfrzjoj3,10,14,q,p
20210702_1300,21otsptc,10,3,q,q
20210702_1300,uel5pire,11,23,q,p
20210702_1300,aiy9pkbx,11,7,q,q
20210702_1300,td1cwjdp,11,23,q,p
20210702_1300,xt7meys4,11,7,q,q
20210702_1300,d3v22y45,11,13,p,q
20210702_1300,0uviu3c8,11,7,q,q
20210702_1300,2nb9zfb7,11,15,q,q
20210702_1300,q0ffsac5,11,22,p,q
20210702_1300,9a30ip35,11,9,q,p
20210702_1300,6vlteoij,11,1,q,p
20210702_1300,lfrzjoj3,11,15,p,q
20210702_1300,21otsptc,11,8,q,p
20210702_1300,uel5pire,12,5,p,q
20210702_1300,aiy9pkbx,12,17,p,p
20210702_1300,td1cwjdp,12,2,p,q
20210702_1300,xt7meys4,12,1,q,p
20210702_1300,d3v22y45,12,6,q,q
20210702_1300,0uviu3c8,12,23,p,q
20210702_1300,2nb9zfb7,12,6,q,q
20210702_1300,q0ffsac5,12,21,q,q
20210702_1300,9a30ip35,12,22,q,q
20210702_1300,6vlteoij,12,19,q,p
20210702_1300,lfrzjoj3,12,5,p,q
20210702_1300,21otsptc,12,11,p,q
20210702_1300,uel5pire,13,14,p,p
20210702_1300,aiy9pkbx,13,14,p,p
20210702_1300,td1cwjdp,13,16,q,p
20210702_1300,xt7meys4,13,23,p,q
20210702_1300,d3v22y45,13,17,p,p
20210702_1300,0uviu3c8,13,2,p,q
20210702_1300,2nb9zfb7,13,3,p,q
20210702_1300,q0ffsac5,13,12,q,p
20210702_1300,9a30ip35,13,15,p,p
20210702_1300,6vlteoij,13,2,p,q
20210702_1300,lfrzjoj3,13,13,p,q
20210702_1300,21otsptc,13,16,p,p
20210702_1300,uel5pire,14,22,p,q
20210702_1300,aiy9pkbx,14,5,p,q
20210702_1300,td1cwjdp,14,21,q,q
20210702_1300,xt7meys4,14,25,p,q
20210702_1300,d3v22y45,14,7,q,q
20210702_1300,0uviu3c8,14,24,q,p
20210702_1300,2nb9zfb7,14,21,q,q
20210702_1300,q0ffsac5,14,18,q,q
20210702_1300,9a30ip35,14,19,p,p
20210702_1300,6vlteoij,14,11,q,q
20210702_1300,lfrzjoj3,14,7,p,q
20210702_1300,21otsptc,14,4,q,q
20210702_1300,uel5pire,15,16,q,p
20210702_1300,aiy9pkbx,15,16,p,p
20210702_1300,td1cwjdp,15,5,p,q
20210702_1300,xt7meys4,15,16,q,p
20210702_1300,d3v22y45,15,22,q,q
20210702_1300,0uviu3c8,15,3,p,q
20210702_1300,2nb9zfb7,15,5,p,q
20210702_1300,q0ffsac5,15,2,q,q
20210702_1300,9a30ip35,15,10,q,p
20210702_1300,6vlteoij,15,18,p,p
20210702_1300,lfrzjoj3,15,22,p,q
20210702_1300,21otsptc,15,1,q,p
20210702_1300,uel5pire,16,25,p,p
20210702_1300,aiy9pkbx,16,23,q,p
20210702_1300,td1cwjdp,16,3,p,q
20210702_1300,xt7meys4,16,17,p,p
20210702_1300,d3v22y45,16,21,q,p
20210702_1300,0uviu3c8,16,19,p,p
20210702_1300,2nb9zfb7,16,23,p,q
20210702_1300,q0ffsac5,16,24,p,p
20210702_1300,9a30ip35,16,11,p,p
20210702_1300,6vlteoij,16,17,q,p
20210702_1300,lfrzjoj3,16,2,q,q
20210702_1300,21otsptc,16,10,q,q
20210702_1300,uel5pire,17,6,q,q
20210702_1300,aiy9pkbx,17,24,p,p
20210702_1300,td1cwjdp,17,7,q,q
20210702_1300,xt7meys4,17,15,p,p
20210702_1300,d3v22y45,17,2,q,q
20210702_1300,0uviu3c8,17,14,q,q
20210702_1300,2nb9zfb7,17,10,p,q
20210702_1300,q0ffsac5,17,20,p,p
20210702_1300,9a30ip35,17,5,p,p
20210702_1300,6vlteoij,17,4,p,q
20210702_1300,lfrzjoj3,17,16,q,p
20210702_1300,21otsptc,17,18,q,q
20210702_1300,uel5pire,18,20,p,p
20210702_1300,aiy9pkbx,18,8,q,p
20210702_1300,td1cwjdp,18,1,p,q
20210702_1300,xt7meys4,18,6,p,p
20210702_1300,d3v22y45,18,19,p,p
20210702_1300,0uviu3c8,18,10,q,q
20210702_1300,2nb9zfb7,18,14,p,q
20210702_1300,q0ffsac5,18,6,p,q
20210702_1300,9a30ip35,18,6,p,p
20210702_1300,6vlteoij,18,10,p,q
20210702_1300,lfrzjoj3,18,11,p,q
20210702_1300,21otsptc,18,9,q,p
20210702_1300,uel5pire,19,1,p,q
20210702_1300,aiy9pkbx,19,2,q,p
20210702_1300,td1cwjdp,19,10,q,q
20210702_1300,xt7meys4,19,24,q,p
20210702_1300,d3v22y45,19,4,q,p
20210702_1300,0uviu3c8,19,9,p,p
20210702_1300,2nb9zfb7,19,17,p,q
20210702_1300,q0ffsac5,19,3,q,p
20210702_1300,9a30ip35,19,20,p,p
20210702_1300,6vlteoij,19,14,q,p
20210702_1300,lfrzjoj3,19,3,p,q
20210702_1300,21otsptc,19,24,p,p
20210702_1300,uel5pire,20,17,q,p
20210702_1300,aiy9pkbx,20,22,p,q
20210702_1300,td1cwjdp,20,15,p,q
20210702_1300,xt7meys4,20,2,p,q
20210702_1300,d3v22y45,20,18,q,q
20210702_1300,0uviu3c8,20,20,p,p
20210702_1300,2nb9zfb7,20,19,q,p
20210702_1300,q0ffsac5,20,5,p,p
20210702_1300,9a30ip35,20,23,p,p
20210702_1300,6vlteoij,20,6,p,q
20210702_1300,lfrzjoj3,20,4,q,p
20210702_1300,21otsptc,20,19,q,p
20210702_1300,uel5pire,21,12,q,q
20210702_1300,aiy9pkbx,21,11,p,p
20210702_1300,td1cwjdp,21,12,q,q
20210702_1300,xt7meys4,21,4,q,q
20210702_1300,d3v22y45,21,8,p,q
20210702_1300,0uviu3c8,21,6,q,q
20210702_1300,2nb9zfb7,21,9,q,q
20210702_1300,q0ffsac5,21,10,q,q
20210702_1300,9a30ip35,21,24,p,p
20210702_1300,6vlteoij,21,16,p,q
20210702_1300,lfrzjoj3,21,9,q,q
20210702_1300,21otsptc,21,22,q,q
20210702_1300,uel5pire,22,3,q,q
20210702_1300,aiy9pkbx,22,25,q,p
20210702_1300,td1cwjdp,22,13,p,q
20210702_1300,xt7meys4,22,10,q,p
20210702_1300,d3v22y45,22,9,p,q
20210702_1300,0uviu3c8,22,5,q,q
20210702_1300,2nb9zfb7,22,18,q,q
20210702_1300,q0ffsac5,22,7,q,q
20210702_1300,9a30ip35,22,12,q,q
20210702_1300,6vlteoij,22,3,p,q
20210702_1300,lfrzjoj3,22,8,p,p
20210702_1300,21otsptc,22,12,q,q
20210702_1300,uel5pire,23,9,p,p
20210702_1300,aiy9pkbx,23,18,q,q
20210702_1300,td1cwjdp,23,20,p,p
20210702_1300,xt7meys4,23,9,p,q
20210702_1300,d3v22y45,23,24,q,p
20210702_1300,0uviu3c8,23,22,q,q
20210702_1300,2nb9zfb7,23,4,q,q
20210702_1300,q0ffsac5,23,4,q,q
20210702_1300,9a30ip35,23,21,q,q
20210702_1300,6vlteoij,23,5,p,p
20210702_1300,lfrzjoj3,23,24,p,p
20210702_1300,21otsptc,23,5,q,q
20210702_1300,uel5pire,24,24,p,p
20210702_1300,aiy9pkbx,24,21,q,q
20210702_1300,td1cwjdp,24,4,p,p
20210702_1300,xt7meys4,24,19,p,p
20210702_1300,d3v22y45,24,3,q,q
20210702_1300,0uviu3c8,24,8,q,q
20210702_1300,2nb9zfb7,24,1,q,q
20210702_1300,q0ffsac5,24,17,q,q
20210702_1300,9a30ip35,24,13,p,p
20210702_1300,6vlteoij,24,22,p,q
20210702_1300,lfrzjoj3,24,12,q,q
20210702_1300,21otsptc,24,25,q,p
20210702_1300,uel5pire,25,19,q,p
20210702_1300,aiy9pkbx,25,3,p,q
20210702_1300,td1cwjdp,25,11,p,q
20210702_1300,xt7meys4,25,11,p,p
20210702_1300,d3v22y45,25,11,q,q
20210702_1300,0uviu3c8,25,25,p,q
20210702_1300,2nb9zfb7,25,22,q,q
20210702_1300,q0ffsac5,25,25,p,p
20210702_1300,9a30ip35,25,7,q,q
20210702_1300,6vlteoij,25,8,p,q
20210702_1300,lfrzjoj3,25,1,p,p
20210702_1300,21otsptc,25,23,p,p
20210702_1430,w884g810,1,4,p,p
20210702_1430,zmaoyq1i,1,17,q,p
20210702_1430,8t5zwjgh,1,5,p,p
20210702_1430,ocezwog3,1,16,q,p
20210702_1430,gad5ovep,1,1,p,q
20210702_1430,kbtjqe2e,1,7,p,q
20210702_1430,gq9fzq9w,1,1,p,p
20210702_1430,ot30actm,1,1,p,q
20210702_1430,6kwe5o6c,1,15,q,q
20210702_1430,atma1qcx,1,20,q,p
20210702_1430,w884g810,2,1,q,q
20210702_1430,zmaoyq1i,2,25,p,p
20210702_1430,8t5zwjgh,2,14,q,p
20210702_1430,ocezwog3,2,23,q,p
20210702_1430,gad5ovep,2,16,p,q
20210702_1430,kbtjqe2e,2,2,p,q
20210702_1430,gq9fzq9w,2,16,q,p
20210702_1430,ot30actm,2,4,q,q
20210702_1430,6kwe5o6c,2,20,p,p
20210702_1430,atma1qcx,2,10,p,q
20210702_1430,w884g810,3,15,p,q
20210702_1430,zmaoyq1i,3,6,q,q
20210702_1430,8t5zwjgh,3,20,q,p
20210702_1430,ocezwog3,3,15,q,p
20210702_1430,gad5ovep,3,13,q,q
20210702_1430,kbtjqe2e,3,24,q,p
20210702_1430,gq9fzq9w,3,9,q,q
20210702_1430,ot30actm,3,3,q,q
20210702_1430,6kwe5o6c,3,13,p,q
20210702_1430,atma1qcx,3,23,p,q
20210702_1430,w884g810,4,13,p,q
20210702_1430,zmaoyq1i,4,19,q,p
20210702_1430,8t5zwjgh,4,12,q,p
20210702_1430,ocezwog3,4,25,q,p
20210702_1430,gad5ovep,4,11,p,q
20210702_1430,kbtjqe2e,4,25,q,p
20210702_1430,gq9fzq9w,4,13,p,q
20210702_1430,ot30actm,4,18,q,q
20210702_1430,6kwe5o6c,4,21,q,q
20210702_1430,atma1qcx,4,25,q,q
20210702_1430,w884g810,5,19,q,p
20210702_1430,zmaoyq1i,5,8,q,q
20210702_1430,8t5zwjgh,5,3,q,p
20210702_1430,ocezwog3,5,5,q,p
20210702_1430,gad5ovep,5,17,q,q
20210702_1430,kbtjqe2e,5,12,q,p
20210702_1430,gq9fzq9w,5,23,q,q
20210702_1430,ot30actm,5,16,p,q
20210702_1430,6kwe5o6c,5,9,p,q
20210702_1430,atma1qcx,5,17,p,q
20210702_1430,w884g810,6,6,p,q
20210702_1430,zmaoyq1i,6,9,p,q
20210702_1430,8t5zwjgh,6,13,p,p
20210702_1430,ocezwog3,6,14,q,p
20210702_1430,gad5ovep,6,4,p,q
20210702_1430,kbtjqe2e,6,8,q,p
20210702_1430,gq9fzq9w,6,8,p,q
20210702_1430,ot30actm,6,8,q,q
20210702_1430,6kwe5o6c,6,7,p,q
20210702_1430,atma1qcx,6,6,q,q
20210702_1430,w884g810,7,10,p,p
20210702_1430,zmaoyq1i,7,18,q,p
20210702_1430,8t5zwjgh,7,18,p,p
20210702_1430,ocezwog3,7,10,q,p
20210702_1430,gad5ovep,7,15,q,q
20210702_1430,kbtjqe2e,7,20,p,p
20210702_1430,gq9fzq9w,7,19,q,p
20210702_1430,ot30actm,7,25,p,q
20210702_1430,6kwe5o6c,7,25,p,q
20210702_1430,atma1qcx,7,18,p,q
20210702_1430,w884g810,8,20,p,p
20210702_1430,zmaoyq1i,8,14,p,q
20210702_1430,8t5zwjgh,8,21,p,q
20210702_1430,ocezwog3,8,1,q,p
20210702_1430,gad5ovep,8,21,p,q
20210702_1430,kbtjqe2e,8,13,p,p
20210702_1430,gq9fzq9w,8,14,q,q
20210702_1430,ot30actm,8,14,p,q
20210702_1430,6kwe5o6c,8,12,p,q
20210702_1430,atma1qcx,8,19,p,p
20210702_1430,w884g810,9,9,p,q
20210702_1430,zmaoyq1i,9,22,q,q
20210702_1430,8t5zwjgh,9,22,p,q
20210702_1430,ocezwog3,9,20,p,p
20210702_1430,gad5ovep,9,12,p,q
20210702_1430,kbtjqe2e,9,11,q,p
20210702_1430,gq9fzq9w,9,15,p,p
20210702_1430,ot30actm,9,17,q,q
20210702_1430,6kwe5o6c,9,23,p,q
20210702_1430,atma1qcx,9,21,p,q
20210702_1430,w884g810,10,12,q,p
20210702_1430,zmaoyq1i,10,24,p,p
20210702_1430,8t5zwjgh,10,8,q,p
20210702_1430,ocezwog3,10,12,p,p
20210702_1430,gad5ovep,10,18,q,q
20210702_1430,kbtjqe2e,10,16,p,p
20210702_1430,gq9fzq9w,10,11,p,q
20210702_1430,ot30actm,10,2,p,q
20210702_1430,6kwe5o6c,10,24,p,q
20210702_1430,atma1qcx,10,14,q,q
20210702_1430,w884g810,11,7,q,q
20210702_1430,zmaoyq1i,11,23,q,p
20210702_1430,8t5zwjgh,11,7,q,p
20210702_1430,ocezwog3,11,13,p,p
20210702_1430,gad5ovep,11,7,q,q
20210702_1430,kbtjqe2e,11,15,q,p
20210702_1430,gq9fzq9w,11,22,p,q
20210702_1430,ot30actm,11,9,q,q
20210702_1430,6kwe5o6c,11,1,q,q
20210702_1430,atma1qcx,11,15,p,q
20210702_1430,w884g810,12,17,p,p
20210702_1430,zmaoyq1i,12,2,p,q
20210702_1430,8t5zwjgh,12,1,q,q
20210702_1430,ocezwog3,12,6,q,p
20210702_1430,gad5ovep,12,23,p,q
20210702_1430,kbtjqe2e,12,6,q,q
20210702_1430,gq9fzq9w,12,21,q,q
20210702_1430,ot30actm,12,22,q,q
20210702_1430,6kwe5o6c,12,19,q,p
20210702_1430,atma1qcx,12,5,p,q
20210702_1430,w884g810,13,14,p,q
20210702_1430,zmaoyq1i,13,16,q,q
20210702_1430,8t5zwjgh,13,23,p,p
20210702_1430,ocezwog3,13,17,p,p
20210702_1430,gad5ovep,13,2,p,q
20210702_1430,kbtjqe2e,13,3,p,q
20210702_1430,gq9fzq9w,13,12,q,p
20210702_1430,ot30actm,13,15,p,q
20210702_1430,6kwe5o6c,13,2,p,q
20210702_1430,atma1qcx,13,13,p,q
20210702_1430,w884g810,14,5,p,q
20210702_1430,zmaoyq1i,14,21,q,q
20210702_1430,8t5zwjgh,14,25,p,p
20210702_1430,ocezwog3,14,7,q,p
20210702_1430,gad5ovep,14,24,q,p
20210702_1430,kbtjqe2e,14,21,q,q
20210702_1430,gq9fzq9w,14,18,q,p
20210702_1430,ot30actm,14,19,p,p
20210702_1430,6kwe5o6c,14,11,q,q
20210702_1430,atma1qcx,14,7,p,q
20210702_1430,w884g810,15,16,p,q
20210702_1430,zmaoyq1i,15,5,p,q
20210702_1430,8t5zwjgh,15,16,q,q
20210702_1430,ocezwog3,15,22,q,q
20210702_1430,gad5ovep,15,3,p,q
20210702_1430,kbtjqe2e,15,5,p,p
20210702_1430,gq9fzq9w,15,2,q,q
20210702_1430,ot30actm,15,10,q,q
20210702_1430,6kwe5o6c,15,18,p,q
20210702_1430,atma1qcx,15,22,p,q
20210702_1430,w884g810,16,23,q,p
20210702_1430,zmaoyq1i,16,3,p,q
20210702_1430,8t5zwjgh,16,17,p,p
20210702_1430,ocezwog3,16,21,q,q
20210702_1430,gad5ovep,16,19,p,p
20210702_1430,kbtjqe2e,16,23,p,q
20210702_1430,gq9fzq9w,16,24,p,p
20210702_1430,ot30actm,16,11,p,q
20210702_1430,6kwe5o6c,16,17,q,q
20210702_1430,atma1qcx,16,2,q,q
20210702_1430,w884g810,17,24,p,q
20210702_1430,zmaoyq1i,17,7,q,p
20210702_1430,8t5zwjgh,17,15,p,p
20210702_1430,ocezwog3,17,2,q,p
20210702_1430,gad5ovep,17,14,q,q
20210702_1430,kbtjqe2e,17,10,p,q
20210702_1430,gq9fzq9w,17,20,p,p
20210702_1430,ot30actm,17,5,p,q
20210702_1430,6kwe5o6c,17,4,p,q
20210702_1430,atma1qcx,17,16,q,p
20210702_1430,w884g810,18,8,q,q
20210702_1430,zmaoyq1i,18,1,p,q
20210702_1430,8t5zwjgh,18,6,p,p
20210702_1430,ocezwog3,18,19,p,p
20210702_1430,gad5ovep,18,10,q,q
20210702_1430,kbtjqe2e,18,14,p,p
20210702_1430,gq9fzq9w,18,6,p,q
20210702_1430,ot30actm,18,6,p,q
20210702_1430,6kwe5o6c,18,10,p,q
20210702_1430,atma1qcx,18,11,p,q
20210702_1430,w884g810,19,2,q,q
20210702_1430,zmaoyq1i,19,10,q,q
20210702_1430,8t5zwjgh,19,24,q,p
20210702_1430,ocezwog3,19,4,q,p
20210702_1430,gad5ovep,19,9,p,q
